Area_Type,Availability,Location,Size,Society Name,Total_Sqft,No of Bathroom,No of Balcony,Price in Lakhs,Price per sqft
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,SReafin,1185,2,1,50,4219
Super built-up  Area,Ready To Move,Koramangala,2 BHK,,1083,2,1,100,9234
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,Amlisai,1458,3,2,60,4115
Super built-up  Area,Ready To Move,Hormavu,3 BHK,Undraro,1555,3,2,75,4823
Built-up  Area,Ready To Move,Devi Nagar,2 BHK,Deiten ,1200,2,2,45,3750
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,SJityaz,1308,2,1,58.86,4500
Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1024,2,2,44,4297
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,,1450,3,1,75,5172
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Niowshi,1639,3,3,120,7322
Super built-up  Area,18-Oct,Hennur Road,2 BHK,Puachal,1232,2,1,87,7062
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1719,3,1,184,10704
Super built-up  Area,18-May,Chandapura,2 BHK,SunceEs,975,2,1,24.86,2550
Super built-up  Area,Ready To Move,New Gurappana Palya,3 BHK,,2000,4,,130,6500
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230,2,1,79,6423
Plot  Area,Ready To Move,Guddadahalli,4 BHK,,1350,4,2,140,10370
Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1076,2,2,67,6227
Built-up  Area,Ready To Move,Kumaraswami Layout,7 BHK,,2400,7,1,125,5208
Super built-up  Area,Ready To Move,Vasanthpura,3 BHK,,995,2,2,34.82,3499
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,Leeno S,2120,3,2,177,8349
Plot  Area,Ready To Move,Kasthuri Nagar East Of NGEF,6 BHK,,2400,7,,460,19167
Plot  Area,Ready To Move,Chikka Gowdanapalya.,6 BHK,,850,6,2,78,9176
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SraveSL,1096,2,2,40.55,3700
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1107.83,2,1,41.51,3747
Built-up  Area,Ready To Move,Chamrajpet,1 BHK,,505,1,0,85,16832
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1320,2,2,115,8712
Super built-up  Area,18-Feb,Whitefield,2 BHK,BrlisCo,1320,2,1,99.26,7520
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Haestt ,2901,4,2,190,6549
Built-up  Area,Ready To Move,GM Palaya,3 BHK,Scsta V,1315,2,2,65,4943
Super built-up  Area,Ready To Move,VGP Layout,2 BHK,Manha M,1000,2,1,44,4400
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,APncyla,1596,3,3,79.8,5000
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Hiate F,1750,3,,130,7429
Plot  Area,Ready To Move,Whitefield,4 BHK,Prrry M,2403,4,2,270,11236
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,Shmes O,1350,3,2,47.25,3500
Super built-up  Area,18-Jul,"TR Mill Road, Chamarajpet",2 BHK,,1175,2,2,79,6723
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,,921,2,1,29.47,3200
Built-up  Area,Ready To Move,Malleshwaram,4 BHK,,4000,4,2,1100,27500
Super built-up  Area,Ready To Move,Sultan Palaya,3 BHK,Vaaldak,1713,3,3,125,7297
Built-up  Area,Ready To Move,Ittamadu,2 BHK,Arnts A,1200,2,0,43,3583
Built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,1900,4,1,90,4737
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,,1664,3,2,68,4087
Super built-up  Area,19-Dec,Binny Pete,3 BHK,She 2rk,1795,3,2,139,7744
Built-up  Area,Ready To Move,Kereguddadahalli,1 BHK,Inave R,600,1,1,19.5,3250
Built-up  Area,Ready To Move,Hoodi,2 BHK,,1240,2,3,65,5242
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1965,4,2,132,6718
Plot  Area,Ready To Move,Vishveshwarya Layout,3 BHK,,600,4,0,99,16500
Plot  Area,Ready To Move,Sarjapur,4 BHK,,4111,4,1,370,9000
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,Shitt S,1200,2,2,59.76,4980
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,,1112,2,3,68,6115
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,3000,3,2,60,2000
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,,1136,2,3,64.5,5678
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914,2,2,55,6018
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1270,2,1,50.79,3999
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2,2,47.25,4500
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1385,2,2,68.5,4946
Super built-up  Area,Ready To Move,Medahalli,2 BHK,,990,2,3,35,3535
Built-up  Area,Ready To Move,Yelahanka,2 BHK,,845,2,2,43,5089
Super built-up  Area,20-Sep,Whitefield,2 BHK,Goted U,1485,2,1,96.51,6499
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1460,2,3,43.79,2999
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,TNrdet ,1450,2,1,57,3931
Built-up  Area,Ready To Move,HSR Layout,3 BHK,B ncysi,1360,2,1,53,3897
Built-up  Area,Ready To Move,Singasandra,2 BHK,,1375,2,3,58,4218
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2,1,48,4267
Super built-up  Area,Ready To Move,Banashankari,1 BHK,,720,1,1,60,8333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1460,2,2,100,6849
Built-up  Area,Ready To Move,Green View Layout,2 BHK,Makeser,1107,2,2,40,3613
Built-up  Area,Ready To Move,Maruthi Nagar,2 BHK,,1158,2,3,75,6477
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,800,1,1,30,3750
Plot  Area,Ready To Move,Sector 2 HSR Layout,9 BHK,NCdgerj,600,9,,90,15000
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Pride S,1760,3,2,128,7273
Plot  Area,Ready To Move,Nandi Hills,4 BHK,,3200,4,2,200,6250
Plot  Area,17-Dec,HAL 2nd Stage,2 BHK,,600,3,2,145,24167
Built-up  Area,Ready To Move,TC Palaya,3 BHK,,1350,3,1,60,4444
Plot  Area,Ready To Move,Giri Nagar,6 BHK,,600,6,3,100,16667
Built-up  Area,18-Dec,Huskur,2 BHK,,1125,2,1,32.49,2888
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,,1706,3,3,154,9027
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,PancyPr,1600,3,2,112,7000
Super built-up  Area,Ready To Move,Ramesh Nagar,2 BHK,,1200,2,0,90,7500
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1755,3,3,101,5755
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Chtali ,1200,2,1,50,4167
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,,1200,2,2,67,5583
Super built-up  Area,Ready To Move,Chokkanahalli,2 BHK,GrhtiSr,1266.67,2,0,69,5447
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3 BHK,,1800,3,2,90,5000
Plot  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,,1200,4,1,275,22917
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,3 BHK,,1300,3,2,64,4923
Plot  Area,Ready To Move,Nirman Layout,3 BHK,,800,3,3,60,7500
Plot  Area,Ready To Move,Whitefield,4 BHK,Pronege,4800,5,2,550,11458
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2,2,40,3546
Plot  Area,Ready To Move,NS Palya,2 BHK,,2000,2,1,160,8000
Super built-up  Area,18-Mar,Panathur,2 BHK,,1210,2,1,80,6612
Super built-up  Area,18-Jul,Arekere,4 BHK,RRnumn ,2710,6,2,142,5240
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2,2,39,3388
Super built-up  Area,19-Jan,Rajaji Nagar,5 BHK,,7500,8,3,1700,22667
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SriewGr,1017,2,2,27,2655
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Srncy R,920,2,1,40,4348
Plot  Area,Ready To Move,HRBR Layout,4 BHK,,1200,3,1,180,15000
Plot  Area,Ready To Move,Nyanappana Halli,5 BHK,,1000,5,2,140,14000
Super built-up  Area,Ready To Move,Munnekollal,3 BHK,DSalehn,1750,3,3,86.5,4943
Built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,1163,2,1,65,5589
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1650,3,3,110,6667
Super built-up  Area,Ready To Move,Kundalahalli Colony,3 BHK,Goourta,1800,3,3,95,5278
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,RatraNa,1100,2,1,58,5273
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1200,2,2,60,5000
Super built-up  Area,Ready To Move,Ganga Nagar,3 BHK,PSdenGa,1410,3,2,65,4610
Super built-up  Area,19-Jun,Begur Road,3 BHK,,1933,3,2,98,5070
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2,2,45.6,3800
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BMttaor,1608,2,3,63,3918
Plot  Area,Ready To Move,Jakkasandra Extension,4 BHK,,2679,5,2,280,10452
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1156,2,2,46.9,4057
Plot  Area,18-Mar,T.C PALYA,2 BHK,,1230,2,0,75,6098
Super built-up  Area,Ready To Move,Kasavanhalli,1 BHK,Srire S,770,1,1,43.82,5691
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3,2,105,5908
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2,2,85,6348
Built-up  Area,18-Mar,Sarjapur  Road,3 BHK,,3044,3,2,183,6012
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,Mawerer,1080,2,2,44.8,4148
Carpet  Area,Ready To Move,Doddabommasandra,8 BHK,,3150,5,2,145,4603
Plot  Area,Ready To Move,Nagadevanahalli,2 BHK,,2400,2,2,135,5625
Built-up  Area,Ready To Move,Hulimavu,3 BHK,Srise P,1450,3,3,72,4966
Super built-up  Area,18-Mar,Kothanur,2 BHK,,1075,2,2,53,4930
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1163,2,2,62,5331
Built-up  Area,Ready To Move,TC Palaya,2 BHK,,1200,2,0,65,5417
Plot  Area,Ready To Move,Kattigenahalli,8 BHK,,1200,8,1,135,11250
Plot  Area,Ready To Move,Marathahalli,4 BHK,,3090,4,,325,10518
Built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1299,2,1,100,7698
Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,,1170,2,2,75,6410
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,NCs 2rj,2600,4,3,175,6731
Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1140,2,1,43.32,3800
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Goelsn ,1900,3,3,125,6579
Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,,1090,2,1,31.48,2888
Super built-up  Area,Ready To Move,Electronic City,2 BHK,YCnce R,1110,2,1,39.95,3599
Super built-up  Area,18-Jan,Nagavarapalya,1 BHK,PuonsSe,705,1,1,57,8085
Super built-up  Area,Ready To Move,HBR Layout,2 BHK,Visom B,1089,2,1,60,5510
Plot  Area,Ready To Move,tc.palya,2 BHK,,880,2,1,48,5455
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,1080,2,2,32,2963
Super built-up  Area,18-Feb,Thanisandra,2 BHK,Bhmesy ,1093,2,1,68.1,6231
Super built-up  Area,18-Oct,Banashankari Stage III,3 BHK,,1480,3,1,75.48,5100
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703,3,2,125,7340
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1200,2,1,60,5000
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1690,3,2,116,6864
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1305,2,1,78,5977
Super built-up  Area,18-Sep,Talaghattapura,3 BHK,,1257,2,2,40.22,3200
Super built-up  Area,Ready To Move,Subash Nagar,2 BHK,,1150,2,2,45,3913
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,2 BHK,Pantsce,1194,2,0,55,4606
Built-up  Area,Ready To Move,Chokkahalli,3 BHK,,2000,3,1,90,4500
Plot  Area,Ready To Move,Anekal,3 BHK,,1500,4,1,99,6600
Built-up  Area,Ready To Move,Bellari Road,2 BHK,,1025,2,0,42.5,4146
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,980,2,1,38.19,3897
Plot  Area,Ready To Move,Hosakerehalli,3 BHK,,1200,2,1,100,8333
Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225,3,1,149,6697
Super built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,Oce 1nd,1022,2,2,57,5577
Plot  Area,Ready To Move,Sidedahalli,4 BHK,,882,3,0,72,8163
Built-up  Area,Ready To Move,Narayanapura,2 BHK,Shsom B,1153,2,2,45,3903
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1175,2,2,60,5106
Built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Suent A,1560,3,3,68,4359
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,,650,1,1,17,2615
Plot  Area,Ready To Move,Vishwapriya Nagar,3 BHK,,600,3,2,65,10833
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,BancyRe,1350,3,2,55,4074
Plot  Area,Ready To Move,Akshya Nagar,2 BHK,,1200,2,1,76,6333
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,,1200,1,1,54,4500
Super built-up  Area,Ready To Move,Chandapura,2 BHK,Arhid O,800,2,1,25,3125
Super built-up  Area,20-Dec,Electronic City,4 BHK,KonteiT,2093,4,1,104,4969
Super built-up  Area,18-Oct,Uttarahalli,3 BHK,,1320,2,2,55.44,4200
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1275,2,1,73,5725
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1215,2,2,43.13,3550
Super built-up  Area,Ready To Move,Begur Road,3 BHK,MJilayl,1444,2,2,71.5,4952
Super built-up  Area,Ready To Move,Vikram Nagar,2 BHK,Ranorar,950,2,2,38,4000
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,1000,1,,90,9000
Super built-up  Area,Ready To Move,Banashankari Stage II,3 BHK,,1240,2,2,59.52,4800
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 BHK,,600,4,2,125,20833
Super built-up  Area,Ready To Move,Hennur,2 BHK,Adity T,1231,2,2,50,4062
Super built-up  Area,Ready To Move,Benson Town,2 BHK,,1300,2,1,120,9231
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1713,3,2,110,6421
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,AztheBr,3004,4,,158,5260
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,DSgam S,1310,2,0,46,3511
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,790,2,1,49.5,6266
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,1744,3,1,200,11468
Super built-up  Area,Ready To Move,Amblipura,3 BHK,,1605,3,2,100,6231
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1250,2,2,82,6560
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2476,3,3,337,13611
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2,2,76,6032
Super built-up  Area,18-Aug,Rajaji Nagar,3 BHK,ProdsWe,1615,3,1,175,10836
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1180,2,1,56,4746
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1255,2,2,50.19,3999
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2,1,53.9,5259
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1877,4,2,150,7991
Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1649,3,2,150,9096
Plot  Area,Ready To Move,5th Block Hbr Layout,9 BHK,,2600,12,,675,25962
Built-up  Area,Ready To Move,Hennur,5 BHK,,2500,5,2,125,5000
Built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,,1542,3,2,98,6355
Built-up  Area,Ready To Move,Sarvabhouma Nagar,2 BHK,BhncyRe,1012,2,0,42,4150
Plot  Area,Ready To Move,Chandapura,2 BHK,,1200,2,1,65,5417
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2,2,43,3857
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,VVbhion,1680,4,3,95,5655
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Saesttt,1171,2,2,72,6149
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,1027,2,1,68.62,6682
Super built-up  Area,Ready To Move,Shampura,3 BHK,,1700,3,3,75,4412
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090,2,2,38.15,3500
Super built-up  Area,18-Jan,Hennur Road,2 BHK,Puachal,1232,2,1,74,6006
Super built-up  Area,Ready To Move,Anekal,2 BHK,,766,2,2,28,3655
Plot  Area,Ready To Move,Banashankari Stage III,5 BHK,,1200,5,0,180,15000
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1,1,27,5143
Built-up  Area,Ready To Move,JP Nagar,3 BHK,,1452,2,1,41,2824
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,Aharlve,1254,2,1,65,5183
Built-up  Area,Ready To Move,MS Pallya,5 BHK,,3600,5,0,110,3056
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1593,3,1,118,7407
Super built-up  Area,Ready To Move,ITI Layout,2 BHK,Soarkge,1333,2,2,77.27,5797
Built-up  Area,Ready To Move,Herohalli,3 BHK,,1100,3,1,110,10000
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Lancyey,1375,2,1,54.99,3999
Super built-up  Area,Ready To Move,Ardendale,3 BHK,Mahtsba,1650,3,3,82,4970
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2,2,51.48,3600
Built-up  Area,Ready To Move,Electronic City,2 BHK,Pao 3ow,940,2,1,54,5745
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GMown E,435,1,1,21,4828
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2,2,36.54,3150
Super built-up  Area,18-Mar,Electronic City,3 BHK,GMown E,1500,2,1,77.5,5167
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1890,2,1,100,5291
Built-up  Area,Ready To Move,Doopanahalli,2 BHK,,1050,2,1,70,6667
Plot  Area,Ready To Move,Singasandra,6 BHK,,1200,6,3,220,18333
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2,2,43,4187
Plot  Area,Ready To Move,Seegehalli,3 BHK,Stndeil,3000,4,2,235,7833
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soubya ,1459,2,1,95,6511
Super built-up  Area,21-Mar,Yelahanka,3 BHK,Goues A,1711,3,3,85.61,5004
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1250,2,2,98,7840
Plot  Area,Ready To Move,Anandapura,2 BHK,,875,2,1,57,6514
Built-up  Area,18-Feb,Ramamurthy Nagar,2 BHK,,1334,2,1,67,5022
Built-up  Area,18-Dec,Huskur,2 BHK,,1140,2,1,32.92,2888
Plot  Area,Ready To Move,Amruthahalli,3 BHK,,1200,5,2,200,16667
Super built-up  Area,18-Aug,Rajaji Nagar,3 BHK,ProdsWe,1776,3,1,190,10698
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4,2,160,7722
Plot  Area,Ready To Move,Kundalahalli,3 BHK,Roima A,1600,3,2,170,10625
Plot  Area,Ready To Move,Lakshmi Layout,6 BHK,,1200,4,2,115,9583
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,920,2,3,39,4239
Plot  Area,Ready To Move,Nagasandra,4 BHK,,1310,3,3,95,7252
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1631,3,2,80,4905
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1,1,27.5,5238
Built-up  Area,Ready To Move,Jalahalli,3 BHK,Reodsnc,1395,3,3,82,5878
Super built-up  Area,Ready To Move,Devi Nagar,3 BHK,Krtonwe,2000,3,2,105,5250
Super built-up  Area,18-Jul,Hennur Road,2 BHK,Puachal,1232,2,1,66,5357
Super built-up  Area,Ready To Move,Virupakshapura,2 BHK,,1075,2,1,55,5116
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,MauilTr,1205,2,2,70,5809
Plot  Area,Ready To Move,Muthyala Nagar,4 BHK,,1200,4,2,165,13750
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,Amlisai,1179,2,1,55,4665
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1013,2,1,51,5035
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1160,2,2,40.6,3500
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Hiestre,1200,2,2,62.5,5208
Plot  Area,Ready To Move,Nrupathunga Nagar,7 BHK,,1200,5,0,80,6667
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1255,2,3,50.19,3999
Built-up  Area,Ready To Move,Richmond Town,3 BHK,,1100,2,1,145,13182
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1069,2,1,55,5145
Plot  Area,Ready To Move,Kyalasanahalli,3 BHK,Ceonyy ,1200,3,2,99,8250
Super built-up  Area,Ready To Move,Kudlu Gate,1 BHK,,1400,1,1,285,20357
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Inden O,1065,2,2,55,5164
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,BVeneSe,1395,2,0,75,5376
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1725,2,1,165,9565
Built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,Naenti ,1007,2,2,43,4270
Built-up  Area,Ready To Move,Kengeri,3 BHK,,1436,2,2,55,3830
Super built-up  Area,Ready To Move,Amrita Nagar,6 BHK,,4250,6,3,150,3529
Plot  Area,Ready To Move,Kengeri,2 BHK,,1200,2,0,58,4833
Super built-up  Area,19-Apr,Mysore Road,2 BHK,Brama P,940,2,1,43.61,4639
Built-up  Area,Ready To Move,KR Puram,6 BHK,,4300,6,2,175,4070
Super built-up  Area,20-Dec,Hebbal,3 BHK,Cehosy ,2850,5,3,343,12035
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,,1740,3,2,191,10977
Super built-up  Area,18-May,Haralur Road,2 BHK,,1194,2,2,47,3936
Super built-up  Area,Ready To Move,Sadashiva Nagar,3 BHK,,3761,3,2,650,17283
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1829,3,2,125,6834
Plot  Area,Ready To Move,Whitefield,4 BHK,,1800,4,3,178,9889
Super built-up  Area,Ready To Move,Austin Town,2 BHK,,1000,2,1,60,6000
Built-up  Area,Ready To Move,Venkatapura,3 BHK,,5720,3,0,350,6119
Plot  Area,Ready To Move,Vignana Nagar,5 BHK,,800,4,2,98,12250
Super built-up  Area,Ready To Move,Kadabagere,2 BHK,Jahipa ,675,1,1,15,2222
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Chtert ,1390,2,2,95,6835
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1500,3,2,104,6933
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,2047,3,2,136,6644
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1202,2,1,79,6572
Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,Seityen,1012,2,1,59,5830
Super built-up  Area,Ready To Move,Gunjur,3 BHK,Paestol,2132,3,3,80,3752
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 BHK,,1350,4,3,340,25185
Super built-up  Area,Ready To Move,Whitefield,1 BHK,,605,1,1,40,6612
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1331,2,1,88,6612
Plot  Area,18-May,Margondanahalli,2 BHK,,1200,2,0,69,5750
Built-up  Area,Ready To Move,Kumara Park,2 BHK,,1150,2,0,250,21739
Plot  Area,Ready To Move,Sahakara Nagar,2 BHK,,1200,2,1,136,11333
Built-up  Area,Ready To Move,Anand Nagar,2 BHK,Bebalrk,1800,2,0,300,16667
Plot  Area,Ready To Move,Kammanahalli,3 BHK,,600,2,1,50,8333
Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,Rainet ,1280,2,2,49,3828
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1007,2,1,62,6157
Super built-up  Area,18-May,Thanisandra,3 BHK,SLityee,1370,2,1,61,4453
Super built-up  Area,Ready To Move,Kalkere,2 BHK,Sothin ,925,2,2,35,3784
Super built-up  Area,Ready To Move,TC Palaya,2 BHK,,1500,2,0,75,5000
Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,450,1,1,12.5,2778
Built-up  Area,Ready To Move,Peenya,4 BHK,,1200,4,1,140,11667
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1341,2,1,95,7084
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,,1350,2,2,47.25,3500
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,992,2,1,60,6048
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,RaontWa,1163,2,2,68,5847
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ceiti I,1229,2,2,70,5696
Plot  Area,Ready To Move,Gowdanapalya,2 BHK,,600,2,2,39,6500
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coomee ,1219,2,1,61.26,5025
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GRvanun,1525,2,2,99.13,6500
Super built-up  Area,20-Jun,Kasavanhalli,2 BHK,Esareap,1147,2,1,60,5231
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1412,2,3,88,6232
Plot  Area,Ready To Move,Munnekollal,9 BHK,,1200,9,3,215,17917
Super built-up  Area,19-Jun,Sarjapur  Road,2 BHK,,1044,2,1,34.77,3330
